"_id","_labels","ROlle","Rolle","UNIQUE IMPORT ID","definition","humanname","info","unit","value","_start","_end","_type"
"350",":UNIQUE IMPORT LABEL:operator","","","307","","","","","×",,,
"351",":UNIQUE IMPORT LABEL:operator","","","308","","","","","−",,,
"352",":UNIQUE IMPORT LABEL:operator","","","309","","","","","‐",,,
"353",":UNIQUE IMPORT LABEL:operator","","","310","","","","","^",,,
"354",":UNIQUE IMPORT LABEL:operator","","","311","","","","","<",,,
"355",":UNIQUE IMPORT LABEL:operator","","","312","","","","","≤",,,
"356",":UNIQUE IMPORT LABEL:operator","","","313","","","","","×",,,
"357",":UNIQUE IMPORT LABEL:operator","","","314","","","","","=",,,
"358",":UNIQUE IMPORT LABEL:operator","","","317","","","","","^",,,
"359",":UNIQUE IMPORT LABEL:operator","","","318","","","","","/",,,
"360",":UNIQUE IMPORT LABEL:operator","","","319","","","","","−",,,
"361",":UNIQUE IMPORT LABEL:operator","","","320","","","","","^",,,
"362",":UNIQUE IMPORT LABEL:operator","","","321","","","","","×",,,
"363",":UNIQUE IMPORT LABEL:operator","","","322","","","","","/",,,
"364",":UNIQUE IMPORT LABEL:operator","","","323","","","","","/",,,
"365",":UNIQUE IMPORT LABEL:operator","","","324","","","","","^",,,
"366",":UNIQUE IMPORT LABEL:operator","","","325","","","","","×",,,
"367",":UNIQUE IMPORT LABEL:operator","","","326","","","","","−",,,
"368",":UNIQUE IMPORT LABEL:operator","","","327","","","","","‐",,,
"369",":UNIQUE IMPORT LABEL:operator","","","328","","","","","^",,,
"370",":UNIQUE IMPORT LABEL:operator","","","329","","","","","≤",,,
"371",":UNIQUE IMPORT LABEL:operator","","","330","","","","","≤",,,
"372",":UNIQUE IMPORT LABEL:operator","","","331","","","","","×",,,
"373",":UNIQUE IMPORT LABEL:operator","","","332","","","","","=",,,
"374",":UNIQUE IMPORT LABEL:operator","","","336","","","","","^",,,
"375",":UNIQUE IMPORT LABEL:operator","","","337","","","","","/",,,
"376",":UNIQUE IMPORT LABEL:operator","","","338","","","","","−",,,
"377",":UNIQUE IMPORT LABEL:operator","","","339","","","","","×",,,
"378",":UNIQUE IMPORT LABEL:operator","","","340","","","","","/",,,
"379",":UNIQUE IMPORT LABEL:operator","","","341","","","","","^",,,
"380",":UNIQUE IMPORT LABEL:operator","","","342","","","","","×",,,
"381",":UNIQUE IMPORT LABEL:operator","","","343","","","","","−",,,
"382",":UNIQUE IMPORT LABEL:operator","","","345","","","","","‐",,,
"383",":UNIQUE IMPORT LABEL:operator","","","346","","","","","^",,,
"384",":UNIQUE IMPORT LABEL:operator","","","347","","","","","<",,,
"385",":UNIQUE IMPORT LABEL:operator","","","348","","","","","≤",,,
"386",":UNIQUE IMPORT LABEL:operator","","","349","","","","","×",,,
"387",":UNIQUE IMPORT LABEL:operator","","","350","","","","","=",,,
"388",":UNIQUE IMPORT LABEL:operator","","","353","","","","","^",,,
"389",":UNIQUE IMPORT LABEL:operator","","","354","","","","","/",,,
"390",":UNIQUE IMPORT LABEL:operator","","","355","","","","","−",,,
"391",":UNIQUE IMPORT LABEL:operator","","","356","","","","","×",,,
"392",":UNIQUE IMPORT LABEL:operator","","","357","","","","","/",,,
"393",":UNIQUE IMPORT LABEL:operator","","","358","","","","","^",,,
"394",":UNIQUE IMPORT LABEL:operator","","","359","","","","","×",,,
"395",":UNIQUE IMPORT LABEL:operator","","","360","","","","","−",,,
"396",":UNIQUE IMPORT LABEL:operator","","","361","","","","","‐",,,
"397",":UNIQUE IMPORT LABEL:operator","","","362","","","","","^",,,
"398",":UNIQUE IMPORT LABEL:operator","","","363","","","","","<",,,
"399",":UNIQUE IMPORT LABEL:operator","","","364","","","","","≤",,,
"400",":UNIQUE IMPORT LABEL:operator","","","365","","","","","×",,,
"401",":UNIQUE IMPORT LABEL:operator","","","366","","","","","=",,,
"402",":UNIQUE IMPORT LABEL:operator","","","368","","","","","^",,,
"403",":UNIQUE IMPORT LABEL:operator","","","369","","","","","/",,,
"404",":UNIQUE IMPORT LABEL:operator","","","370","","","","","−",,,
"405",":UNIQUE IMPORT LABEL:operator","","","371","","","","","×",,,
"406",":UNIQUE IMPORT LABEL:operator","","","372","","","","","/",,,
"407",":UNIQUE IMPORT LABEL:operator","","","373","","","","","^",,,
"408",":UNIQUE IMPORT LABEL:operator","","","374","","","","","×",,,
"409",":UNIQUE IMPORT LABEL:operator","","","375","","","","","−",,,
"410",":UNIQUE IMPORT LABEL:operator","","","376","","","","","‐",,,
"411",":UNIQUE IMPORT LABEL:operator","","","377","","","","","^",,,
"412",":UNIQUE IMPORT LABEL:operator","","","378","","","","","≤",,,
"413",":UNIQUE IMPORT LABEL:operator","","","379","","","","","≤",,,
"414",":UNIQUE IMPORT LABEL:operator","","","380","","","","","×",,,
"415",":UNIQUE IMPORT LABEL:operator","","","381","","","","","=",,,
"416",":UNIQUE IMPORT LABEL:operator","","","383","","","","","^",,,
"417",":UNIQUE IMPORT LABEL:operator","","","384","","","","","/",,,
"418",":UNIQUE IMPORT LABEL:operator","","","385","","","","","−",,,
"419",":UNIQUE IMPORT LABEL:operator","","","386","","","","","^",,,
"420",":UNIQUE IMPORT LABEL:operator","","","387","","","","","×",,,
"421",":UNIQUE IMPORT LABEL:operator","","","388","","","","","×",,,
"422",":UNIQUE IMPORT LABEL:operator","","","389","","","","","/",,,
"423",":UNIQUE IMPORT LABEL:operator","","","390","","","","","/",,,
"424",":UNIQUE IMPORT LABEL:operator","","","391","","","","","^",,,
"425",":UNIQUE IMPORT LABEL:operator","","","392","","","","","×",,,
"426",":UNIQUE IMPORT LABEL:operator","","","393","","","","","−",,,
"427",":UNIQUE IMPORT LABEL:operator","","","394","","","","","‐",,,
"428",":UNIQUE IMPORT LABEL:operator","","","395","","","","","^",,,
"429",":UNIQUE IMPORT LABEL:operator","","","396","","","","","<",,,
"430",":UNIQUE IMPORT LABEL:operator","","","397","","","","","≤",,,
"431",":UNIQUE IMPORT LABEL:operator","","","398","","","","","×",,,
"432",":UNIQUE IMPORT LABEL:operator","","","399","","","","","=",,,
"433",":UNIQUE IMPORT LABEL:operator","","","401","","","","","^",,,
"434",":UNIQUE IMPORT LABEL:operator","","","402","","","","","/",,,
"435",":UNIQUE IMPORT LABEL:operator","","","403","","","","","−",,,
"436",":UNIQUE IMPORT LABEL:operator","","","404","","","","","^",,,
"437",":UNIQUE IMPORT LABEL:operator","","","405","","","","","×",,,
"438",":UNIQUE IMPORT LABEL:operator","","","406","","","","","×",,,
"439",":UNIQUE IMPORT LABEL:operator","","","407","","","","","/",,,
"440",":UNIQUE IMPORT LABEL:operator","","","408","","","","","/",,,
"441",":UNIQUE IMPORT LABEL:operator","","","409","","","","","^",,,
"442",":UNIQUE IMPORT LABEL:operator","","","410","","","","","×",,,
"443",":UNIQUE IMPORT LABEL:operator","","","411","","","","","−",,,
"444",":UNIQUE IMPORT LABEL:operator","","","412","","","","","‐",,,
"445",":UNIQUE IMPORT LABEL:operator","","","413","","","","","^",,,
"446",":UNIQUE IMPORT LABEL:operator","","","414","","","","","<",,,
"447",":UNIQUE IMPORT LABEL:operator","","","415","","","","","≤",,,
"448",":UNIQUE IMPORT LABEL:operator","","","416","","","","","×",,,
"449",":UNIQUE IMPORT LABEL:operator","","","417","","","","","=",,,
"450",":UNIQUE IMPORT LABEL:operator","","","419","","","","","^",,,
"451",":UNIQUE IMPORT LABEL:operator","","","420","","","","","/",,,
"452",":UNIQUE IMPORT LABEL:operator","","","421","","","","","−",,,
"453",":UNIQUE IMPORT LABEL:operator","","","422","","","","","^",,,
"454",":UNIQUE IMPORT LABEL:operator","","","423","","","","","×",,,
"455",":UNIQUE IMPORT LABEL:operator","","","424","","","","","×",,,
"456",":UNIQUE IMPORT LABEL:operator","","","425","","","","","/",,,
"457",":UNIQUE IMPORT LABEL:operator","","","426","","","","","/",,,
"458",":UNIQUE IMPORT LABEL:operator","","","427","","","","","^",,,
"459",":UNIQUE IMPORT LABEL:operator","","","428","","","","","×",,,
"460",":UNIQUE IMPORT LABEL:operator","","","429","","","","","−",,,
"461",":UNIQUE IMPORT LABEL:operator","","","430","","","","","‐",,,
"462",":UNIQUE IMPORT LABEL:operator","","","431","","","","","^",,,
"463",":UNIQUE IMPORT LABEL:operator","","","432","","","","","≤",,,
"464",":UNIQUE IMPORT LABEL:operator","","","433","","","","","≤",,,
"465",":UNIQUE IMPORT LABEL:operator","","","434","","","","","×",,,
"466",":UNIQUE IMPORT LABEL:operator","","","435","","","","","=",,,
"467",":UNIQUE IMPORT LABEL:operator","","","437","","","","","^",,,
"468",":UNIQUE IMPORT LABEL:operator","","","438","","","","","/",,,
"469",":UNIQUE IMPORT LABEL:operator","","","439","","","","","−",,,
"470",":UNIQUE IMPORT LABEL:operator","","","440","","","","","×",,,
"471",":UNIQUE IMPORT LABEL:operator","","","442","","","","","×",,,
"472",":UNIQUE IMPORT LABEL:operator","","","443","","","","","/",,,
"473",":UNIQUE IMPORT LABEL:operator","","","444","","","","","^",,,
"474",":UNIQUE IMPORT LABEL:operator","","","445","","","","","×",,,
"475",":UNIQUE IMPORT LABEL:operator","","","446","","","","","−",,,
"476",":UNIQUE IMPORT LABEL:operator","","","447","","","","","‐",,,
"477",":UNIQUE IMPORT LABEL:operator","","","448","","","","","^",,,
"478",":UNIQUE IMPORT LABEL:operator","","","449","","","","","<",,,
"479",":UNIQUE IMPORT LABEL:operator","","","450","","","","","≤",,,
"480",":UNIQUE IMPORT LABEL:operator","","","451","","","","","×",,,
"481",":UNIQUE IMPORT LABEL:operator","","","452","","","","","=",,,
"482",":UNIQUE IMPORT LABEL:operator","","","454","","","","","^",,,
"483",":UNIQUE IMPORT LABEL:operator","","","455","","","","","/",,,
"484",":UNIQUE IMPORT LABEL:operator","","","456","","","","","−",,,
"485",":UNIQUE IMPORT LABEL:operator","","","457","","","","","×",,,
"486",":UNIQUE IMPORT LABEL:operator","","","458","","","","","×",,,
"487",":UNIQUE IMPORT LABEL:operator","","","459","","","","","/",,,
"488",":UNIQUE IMPORT LABEL:operator","","","460","","","","","^",,,
"489",":UNIQUE IMPORT LABEL:operator","","","461","","","","","×",,,
"490",":UNIQUE IMPORT LABEL:operator","","","462","","","","","−",,,
"491",":UNIQUE IMPORT LABEL:operator","","","463","","","","","‐",,,
"492",":UNIQUE IMPORT LABEL:operator","","","464","","","","","^",,,
"493",":UNIQUE IMPORT LABEL:operator","","","465","","","","","<",,,
"494",":UNIQUE IMPORT LABEL:operator","","","466","","","","","≤",,,
"495",":UNIQUE IMPORT LABEL:operator","","","467","","","","","×",,,
"496",":UNIQUE IMPORT LABEL:operator","","","468","","","","","=",,,
"497",":UNIQUE IMPORT LABEL:operator","","","470","","","","","^",,,
"498",":UNIQUE IMPORT LABEL:operator","","","471","","","","","/",,,
"499",":UNIQUE IMPORT LABEL:operator","","","472","","","","","−",,,
"500",":UNIQUE IMPORT LABEL:operator","","","473","","","","","×",,,
"501",":UNIQUE IMPORT LABEL:operator","","","474","","","","","×",,,
"502",":UNIQUE IMPORT LABEL:operator","","","475","","","","","/",,,
"503",":UNIQUE IMPORT LABEL:operator","","","476","","","","","^",,,
"504",":UNIQUE IMPORT LABEL:operator","","","477","","","","","×",,,
"505",":UNIQUE IMPORT LABEL:operator","","","478","","","","","−",,,
"506",":UNIQUE IMPORT LABEL:operator","","","479","","","","","‐",,,
"507",":UNIQUE IMPORT LABEL:operator","","","480","","","","","^",,,
"508",":UNIQUE IMPORT LABEL:operator","","","481","","","","","≤",,,
"509",":UNIQUE IMPORT LABEL:operator","","","482","","","","","≤",,,
"510",":UNIQUE IMPORT LABEL:operator","","","483","","","","","×",,,
"511",":UNIQUE IMPORT LABEL:operator","","","484","","","","","=",,,
"512",":UNIQUE IMPORT LABEL:operator","","","488","","","","","^",,,
"513",":UNIQUE IMPORT LABEL:operator","","","492","","","","","×",,,
"514",":UNIQUE IMPORT LABEL:operator","","","493","","","","","×",,,
"515",":UNIQUE IMPORT LABEL:operator","","","494","","","","","/",,,
"516",":UNIQUE IMPORT LABEL:operator","","","495","","","","","×",,,
"517",":UNIQUE IMPORT LABEL:operator","","","496","","","","","=",,,
"518",":UNIQUE IMPORT LABEL:operator","","","499","","","","","^",,,
"519",":UNIQUE IMPORT LABEL:operator","","","500","","","","","−",,,
"520",":UNIQUE IMPORT LABEL:operator","","","501","","","","","/",,,
"521",":UNIQUE IMPORT LABEL:operator","","","504","","","","","/",,,
"522",":UNIQUE IMPORT LABEL:operator","","","505","","","","","−",,,
"523",":UNIQUE IMPORT LABEL:operator","","","507","","","","","−",,,
"524",":UNIQUE IMPORT LABEL:operator","","","508","","","","","×",,,
"525",":UNIQUE IMPORT LABEL:operator","","","509","","","","","−",,,
"526",":UNIQUE IMPORT LABEL:operator","","","511","","","","","=",,,
"527",":UNIQUE IMPORT LABEL:operator","","","513","","","","","=",,,
"528",":UNIQUE IMPORT LABEL:operator","","","515","","","","","=",,,
"529",":UNIQUE IMPORT LABEL:operator","","","518","","","","","∑",,,
"530",":UNIQUE IMPORT LABEL:operator","","","519","","","","","/",,,
"531",":UNIQUE IMPORT LABEL:operator","","","521","","","","","−",,,
"532",":UNIQUE IMPORT LABEL:operator","","","522","","","","","/",,,
"533",":UNIQUE IMPORT LABEL:operator","","","523","","","","","/",,,
"534",":UNIQUE IMPORT LABEL:operator","","","524","","","","","−",,,
"535",":UNIQUE IMPORT LABEL:operator","","","525","","","","","+",,,
"536",":UNIQUE IMPORT LABEL:operator","","","526","","","","","×",,,
"537",":UNIQUE IMPORT LABEL:operator","","","527","","","","","=",,,
"538",":UNIQUE IMPORT LABEL:operator","","","530","","","","","∑",,,
"539",":UNIQUE IMPORT LABEL:operator","","","531","","","","","/",,,
"540",":UNIQUE IMPORT LABEL:operator","","","532","","","","","+",,,
"541",":UNIQUE IMPORT LABEL:operator","","","533","","","","","/",,,
"542",":UNIQUE IMPORT LABEL:operator","","","534","","","","","/",,,
"543",":UNIQUE IMPORT LABEL:operator","","","535","","","","","−",,,
"544",":UNIQUE IMPORT LABEL:operator","","","536","","","","","−",,,
"545",":UNIQUE IMPORT LABEL:operator","","","537","","","","","×",,,
"546",":UNIQUE IMPORT LABEL:operator","","","538","","","","","=",,,
"547",":UNIQUE IMPORT LABEL:operator","","","541","","","","","−",,,
"548",":UNIQUE IMPORT LABEL:operator","","","542","","","","","/",,,
"549",":UNIQUE IMPORT LABEL:operator","","","544","","","","","×",,,
"550",":UNIQUE IMPORT LABEL:operator","","","545","","","","","/",,,
"551",":UNIQUE IMPORT LABEL:operator","","","546","","","","","+",,,
"552",":UNIQUE IMPORT LABEL:operator","","","547","","","","","−",,,
"553",":UNIQUE IMPORT LABEL:operator","","","548","","","","","/",,,
"554",":UNIQUE IMPORT LABEL:operator","","","549","","","","","×",,,
"555",":UNIQUE IMPORT LABEL:operator","","","550","","","","","/",,,
"556",":UNIQUE IMPORT LABEL:operator","","","551","","","","","−",,,
"557",":UNIQUE IMPORT LABEL:operator","","","552","","","","","+",,,
"558",":UNIQUE IMPORT LABEL:operator","","","553","","","","","/",,,
"559",":UNIQUE IMPORT LABEL:operator","","","554","","","","","=",,,
"560",":UNIQUE IMPORT LABEL:operator","","","557","","","","","−",,,
"561",":UNIQUE IMPORT LABEL:operator","","","558","","","","","+",,,
"562",":UNIQUE IMPORT LABEL:operator","","","559","","","","","/",,,
"563",":UNIQUE IMPORT LABEL:operator","","","561","","","","","×",,,
"564",":UNIQUE IMPORT LABEL:operator","","","562","","","","","/",,,
"565",":UNIQUE IMPORT LABEL:operator","","","563","","","","","+",,,
"566",":UNIQUE IMPORT LABEL:operator","","","564","","","","","+",,,
"567",":UNIQUE IMPORT LABEL:operator","","","565","","","","","/",,,
"568",":UNIQUE IMPORT LABEL:operator","","","566","","","","","×",,,
"569",":UNIQUE IMPORT LABEL:operator","","","567","","","","","/",,,
"570",":UNIQUE IMPORT LABEL:operator","","","568","","","","","−",,,
"571",":UNIQUE IMPORT LABEL:operator","","","569","","","","","−",,,
"572",":UNIQUE IMPORT LABEL:operator","","","570","","","","","/",,,
"573",":UNIQUE IMPORT LABEL:operator","","","571","","","","","=",,,
"574",":UNIQUE IMPORT LABEL:operator","","","576","","","","",",",,,
"575",":UNIQUE IMPORT LABEL:operator","","","577","","","","","min",,,
"576",":UNIQUE IMPORT LABEL:operator","","","578","","","","","=",,,
"577",":UNIQUE IMPORT LABEL:operator","","","580","","","","","/",,,
"578",":UNIQUE IMPORT LABEL:operator","","","581","","","","","^",,,
"579",":UNIQUE IMPORT LABEL:operator","","","582","","","","","/",,,
"580",":UNIQUE IMPORT LABEL:operator","","","583","","","","","^",,,
"581",":UNIQUE IMPORT LABEL:operator","","","584","","","","","=",,,
"582",":UNIQUE IMPORT LABEL:operator","","","585","","","","","=",,,
"583",":UNIQUE IMPORT LABEL:operator","","","587","","","","","/",,,
"584",":UNIQUE IMPORT LABEL:operator","","","588","","","","","^",,,
"585",":UNIQUE IMPORT LABEL:operator","","","589","","","","","×",,,
"586",":UNIQUE IMPORT LABEL:operator","","","590","","","","","/",,,
"587",":UNIQUE IMPORT LABEL:operator","","","591","","","","","^",,,
"588",":UNIQUE IMPORT LABEL:operator","","","592","","","","","/",,,
"589",":UNIQUE IMPORT LABEL:operator","","","593","","","","","^",,,
"590",":UNIQUE IMPORT LABEL:operator","","","594","","","","","=",,,
"591",":UNIQUE IMPORT LABEL:operator","","","595","","","","","=",,,
"592",":UNIQUE IMPORT LABEL:operator","","","596","","","","","=",,,
"593",":UNIQUE IMPORT LABEL:operator","","","600","","","","","tan",,,
"594",":UNIQUE IMPORT LABEL:operator","","","602","","","","","sin",,,
"595",":UNIQUE IMPORT LABEL:operator","","","603","","","","","×",,,
"596",":UNIQUE IMPORT LABEL:operator","","","604","","","","","−",,,
"597",":UNIQUE IMPORT LABEL:operator","","","605","","","","","×",,,
"598",":UNIQUE IMPORT LABEL:operator","","","606","","","","","×",,,
"599",":UNIQUE IMPORT LABEL:operator","","","607","","","","","×",,,
"600",":UNIQUE IMPORT LABEL:operator","","","608","","","","","=",,,
"601",":UNIQUE IMPORT LABEL:operator","","","612","","","","","×",,,
"602",":UNIQUE IMPORT LABEL:operator","","","613","","","","","=",,,
"603",":UNIQUE IMPORT LABEL:operator","","","615","","","","","/",,,
"604",":UNIQUE IMPORT LABEL:operator","","","616","","","","","^",,,
"605",":UNIQUE IMPORT LABEL:operator","","","617","","","","","=",,,
"606",":UNIQUE IMPORT LABEL:operator","","","619","","","","","/",,,
"607",":UNIQUE IMPORT LABEL:operator","","","620","","","","","^",,,
"608",":UNIQUE IMPORT LABEL:operator","","","621","","","","","=",,,
"609",":UNIQUE IMPORT LABEL:operator","","","624","","","","","tan",,,
"610",":UNIQUE IMPORT LABEL:operator","","","625","","","","","sin",,,
"611",":UNIQUE IMPORT LABEL:operator","","","626","","","","","×",,,
